0	Ult	120	304	0	269	188	0
1	Tomes	0	180	113	162	0	0
1	Raid	0	180	162	0	113	0
1	Dung	0	185	0	163	0	114
2	Tomes	0	285	257	0	180	0
2	Raid	0	285	0	257	180	0
2	Dung	0	293	259	181	0	0
3	Tomes	0	180	0	162	0	113
3	Raid	0	180	0	113	162	0
3	Dung	0	185	114	0	163	0
5	Tomes	0	285	257	0	180	0
5	Raid	0	285	0	180	257	0
5	Dung	0	293	0	259	0	181
6	Tomes	0	180	0	162	113	0
6	Raid	0	180	162	0	0	113
6	Dung	0	185	114	0	163	0
7	Tomes	0	142	0	89	0	127
7	Raid	0	142	0	127	89	0
7	Dung	0	146	0	129	0	90
8	Tomes	0	142	0	89	127	0
8	Raid	0	142	0	127	0	89
8	Dung	0	146	90	0	129	0
9	Tomes	0	142	89	0	127	0
9	Raid	0	142	127	89	0	0
9	Dung	0	146	0	129	0	90
10	Tomes	0	142	0	127	89	0
10	Raid	0	142	127	0	89	0
10	Dung	0	146	0	90	129	0
