0	Raid	100	308	280	196	0	0
1	Tomes	0	172	156	109	0	0
1	Raid	0	172	109	0	0	156
2	Tomes	0	280	177	0	253	0
2	Raid	0	280	0	253	177	0
3	Tomes	0	172	0	109	0	156
3	Raid	0	172	156	109	0	0
4	Tomes	0	129	0	0	82	117
4	Raid	0	129	0	117	82	0
5	Tomes	0	280	177	0	253	0
5	Raid	0	280	177	0	0	253
6	Tomes	0	172	0	109	156	0
6	Raid	0	172	109	156	0	0
7	Tomes	0	129	117	0	0	82
7	Raid	0	129	82	117	0	0
8	Tomes	0	129	117	82	0	0
8	Raid	0	129	0	117	82	0
9	Tomes	0	129	0	82	117	0
9	Raid	0	129	0	0	82	117
10	Tomes	0	129	82	0	0	117
10	Raid	0	129	82	117	0	0
