0	Raid	128	634	349	498	0	0
1	Tomes	0	353	0	281	197	0
1	Raid	0	353	281	0	0	197
2	Tomes	0	573	457	0	320	0
2	Raid	0	573	320	457	0	0
3	Tomes	0	353	0	281	0	197
3	Raid	0	353	281	0	197	0
4	Tomes	0	265	148	211	0	0
4	Raid	0	265	0	0	211	148
5	Tomes	0	573	457	0	320	0
5	Raid	0	573	320	457	0	0
6	Tomes	0	353	0	281	0	197
6	Raid	0	353	0	197	281	0
7	Tomes	0	265	0	0	211	148
7	Raid	0	265	0	211	148	0
8	Tomes	0	265	0	211	148	0
8	Raid	0	265	148	0	211	0
9	Tomes	0	265	211	0	148	0
9	Raid	0	265	148	211	0	0
10	Tomes	0	265	211	148	0	0
10	Raid	0	265	0	211	0	148
10	Unaug	0	252	207	145	0	0
