0	Raid	122	544	467	327	0	0
1	Tomes	0	303	0	264	185	0
1	Raid	0	303	0	0	264	185
1	Dung	0	311	187	267	0	0
2	Tomes	0	492	0	300	0	429
2	Raid	0	492	300	429	0	0
2	Dung	0	505	0	0	304	434
3	Tomes	0	303	0	0	264	185
3	Raid	0	303	264	0	185	0
3	Dung	0	311	267	187	0	0
4	Tomes	0	227	198	0	0	139
4	Raid	0	227	0	198	139	0
4	Dung	0	233	200	140	0	0
5	Tomes	0	492	429	0	300	0
5	Raid	0	492	0	300	429	0
5	Dung	0	505	0	304	434	0
6	Tomes	0	303	185	264	0	0
6	Raid	0	303	0	0	185	264
6	Dung	0	311	0	0	267	187
7	Tomes	0	227	0	198	139	0
7	Raid	0	227	198	0	0	139
7	Dung	0	233	200	0	140	0
8	Tomes	0	227	0	0	139	198
8	Raid	0	227	139	198	0	0
8	Dung	0	233	0	140	0	200
9	Tomes	0	227	0	198	139	0
9	Raid	0	227	0	0	139	198
9	Dung	0	233	200	0	140	0
10	Tomes	0	227	198	139	0	0
10	Raid	0	227	0	198	139	0
10	Dung	0	233	0	200	140	0
